df$ID_FINAL,1,2,3
89,0.371597406797233,0.157549875844078,0.470797210230654
90,0.420436874431315,0.519184635905616,0.0603760179723237
92,0.999856066230431,0,0
93,0.23306202078351,0.332660211344538,0.434268139927468
94,0.760299881193479,0.19423852150251,0.0453607668614125
95,0,1.00024430755054,0
96,0.72684246323971,0.187517290412988,0.0855430701299705
97,0.682264796068822,0.275393606765647,0.0422637591320678
98,0.816612754497851,0.183290074023665,0
99,0.343917604295314,0.243073886382332,0.412973456219329
100,0.829226155205836,0,0.170659670187435
101,0.502635479725629,0.327431902455994,0.16988511243665
102,0.999855007238754,0,0
103,0.810856803814269,0,0.189036768775967
106,0.3861130210553,0.0496629298693499,0.564153001557932
107,0.887854275989429,0,0.112022801359123
108,0.849357118525839,0.130395602930142,0.0201265829371939
110,0.314210168117904,0.468930700298782,0.216856920528886
113,0.871845663117067,0.128034736387713,0
114,0.950609828858932,0.0492490540019649,0
115,0,0.993880844728138,0.00626576161297668
117,0.148010606249737,0.378635391010451,0.473359157083368
118,0.22730968127561,0.291345278673166,0.481329181141669
119,0.368957116983547,0.0940440518455751,0.536936179042655
120,0.406037171156276,0.311255157510379,0.282671765433875
121,0.621525933219827,0.159879387111016,0.218510380151022
122,0,0.198624340897969,0.801394729020176
123,0.826256298249301,0,0.173633975292598
126,0.121009564528642,0.137003045853738,0.741970682818887
129,0.422673191205621,0.243257737955565,0.334019160964205
130,0.887996770024788,0.111885620409013,0
131,0.562571809847856,0.0573353121886557,0.380000475663877
133,0.285809959643261,0.312275177082583,0.401901885173154
135,0.373813514157269,0.542900132115671,0.0832854503017269
136,0.538722935432123,0,0.461190333146504
138,0.951763780415743,0.0481012322257458,0
139,0.720411462908803,0.102551241300771,0.176930961806465
140,0.644163528641451,0.176314944598947,0.179434139710407
141,0.794201334170647,0.205704541980731,0
142,0.250967397148356,0.749106849128803,0
143,0.205638190261858,0.310399997814267,0.483951820844449
144,0.889270127387114,0.0551661961395709,0.055428800931403
146,0.340221776079201,0.0728576637255207,0.586866161083193
147,0,0.314952325549047,0.685101205572628
148,0.64722834305713,0,0.352668457039682
149,0.804743354016341,0,0.19513494914328
152,0.5570774571019,0.24493172251973,0.197926895872215
153,0.804743354016341,0,0.19513494914328
155,0.376881443145388,0.37398685265406,0.249108669756509
156,0.338006327130879,0.533369248923566,0.128623018104733
157,0.609874074327796,0.255577806210757,0.13448108938674
158,0.976236465490929,0,0.0236293014838171
159,0.477967259334082,0.257772426183188,0.264207451859701
160,0.0986558842808665,0.153747406609756,0.747577786411148
161,0.650647290284684,0,0.349271939402375
162,0.818690329730627,0.1812017739723,0
163,0.999859344504684,0,0
164,0.847872253648114,0.128817403777689,0.0231896905466437
165,0.521545620969135,0.408109857401765,0.0703046563238393
166,0.64722834305713,0,0.352668457039682
167,0.833367379462188,0.0569460115650409,0.109559536538926
168,0.574273575121806,0.100549588801245,0.325088540160937
169,0.382148434055992,0.460182712390729,0.157656655151097
170,0.413984624101497,0.266893038476903,0.319078007270847
171,0.451406519032798,0.182855321416314,0.365678676805404
172,0.64722834305713,0,0.352668457039682
173,0,0.489250909269156,0.510819720608716
174,0.391738910579729,0.33178524066309,0.276442940157138
176,0.368604533062135,0.240576128705519,0.390774980614224
177,0.125095369282696,0.765678569003354,0.109288222502609
179,0.267684084068592,0.621356702926024,0.110988525307377
180,0.286180208825279,0.310741630005713,0.403054614441251
182,0.753529846400113,0.0430545212166525,0.203296511975471
183,0.777600882426435,0.0291181762514887,0.193157452434937
184,0.50371959966341,0,0.496197779345705
186,0.347316964374778,0.509756365699866,0.142925124987257
187,0.656400158377109,0.103151803583515,0.240349484608249
188,0.510722733446155,0,0.489195686550515
189,0.782068402054147,0.118157938176359,0.0996604320464457
190,0.614862177463208,0.327590162291499,0.0574907296776028
191,0,0.337143416225401,0.662894893565023
192,0.563202667359078,0.0601614826226943,0.376543628950081
193,0.500218032772037,0,0.499698825743299
194,0.0213280729115674,0.978804237045014,0
195,0.813506094905588,0.033405643278017,0.152960580274421
196,0.815786678101679,0.0457140863989553,0.138373129915226
198,0.806543938510377,0.193365458717723,0
200,0.999379683898974,0.000465960021180181,0
201,0.664525824280144,0.0444341192815755,0.290932441682595
202,0.212567325497601,0.229349762333671,0.558059736709922
203,0.999856066230431,0,0
204,0.669906524053422,0.330026221964985,0
205,0.194359941839931,0.452381339012858,0.35328563168335
207,0.347861989592186,0.587771201782198,0.0643745128295778
209,0.650516206481019,0.349422434325964,0
210,0.884188267456795,0.115695653124707,0
211,0.954352657139465,0.0448473277603771,0.000656613392825031
212,0.108025054101985,0.392484873676698,0.499511578465511
213,0.823295342152222,0.0598404712349698,0.11673819502119
214,0,0.293405063897293,0.706665628388613
215,0.244713879675541,0.236961792244796,0.51829743069175
216,0.856997798730392,0.0554595633373597,0.0874119320506122
217,0.359299833674443,0,0.640643472373456
221,0.586931353647751,0.256901939866594,0.156100074788547
222,0,0.249133185696062,0.750946473447824
224,0,0.759994136896893,0.240095979755765
225,0.280361064478128,0.0255869939551695,0.693998545986136
226,0.670696045499071,0.329240636367784,0
227,0.60120248448117,0.103765189071142,0.29494088604055
228,0.466220413163377,0.44903609231329,0.0847146764537786
229,0.24480602805855,0.0849027870586186,0.670246530548283
231,0.999379683898974,0.000465960021180181,0
232,0.724338424315196,0.094403815675462,0.181149219230459
233,0.300404497998636,0.0805368729329724,0.619004696543694
234,0.538722935432123,0,0.461190333146504
235,0.70235818588906,0.113003500024645,0.184535256461865
236,0.559269309171686,0.263228230647221,0.17743921799686
237,0.582200172059361,0.0295335884550484,0.388173049888746
238,0.349507792565549,0.135895827098778,0.514559014321124
239,0.394343493901686,0.0169745072675698,0.588606378347478
241,0.871845663117067,0.128034736387713,0
242,0,0.455065653004843,0.544972608778907
244,0,0.525039212438724,0.475321694242647
245,0.828320748568857,0.0543158020291987,0.117236286516467
246,0.804092127658889,0.195820777980394,0
247,0.409545525300299,0.166439321328182,0.423956585648045
248,0.64307796877124,0.18177322568991,0.17506178814252
249,0,0.98541796515196,0.0147460365537218
252,0.268026653187173,0.732030485846416,0
255,0.804743354016341,0,0.19513494914328
257,0.77833187138274,0.198358752515052,0.0232095374711164
258,0.356747970960892,0.552926237198074,0.0903309141622465
259,0.553489765616643,0.131854609578514,0.314576768482568
260,0.903269126103475,0.044124310844331,0.0524683998731343
261,0.307489912483868,0.617184430820664,0.0753426797966785
262,0.21308605688969,0.453683581625801,0.333237465570561
264,0.611837555030993,0.251504093398102,0.136590218098738
265,0.202554884885935,0.438860595511607,0.358595261373684
266,0.599091800429795,0.400867739246223,0
267,0.876739858895007,0.123141188076068,0
268,0.643785981391149,0.0992472099303163,0.256871463569411
269,0.46084538128197,0.539157952061686,0
271,0.081514075589982,0.0849363001076384,0.83352287347706
272,0.0520055955564699,0.246513800797924,0.701495610771799
273,0.387314680677613,0.492843404547234,0.119835964263443
274,0.677711722227057,0.322225534582503,0
275,0.200395143527989,0.31196518330817,0.487630613143735
276,0.786535921681858,0.207197700101229,0.00616341165795437
277,0.425294566496551,0.378469971563394,0.196205429291688
278,0.999856066230431,0,0
279,0.806204247473559,0.0476633405572752,0.146006984996696
280,0.58166421319858,0.262068087184238,0.156204758482659
281,0.786794998903415,0.0248391483032519,0.188242016808563
283,0.386302136832215,0.454522649209535,0.159164510406583
284,0.668941101740997,0.331009619778313,0
285,0.189820794183086,0.810261387569374,0
287,0.081514075589982,0.0849363001076384,0.83352287347706
288,0.810856803814269,0,0.189036768775967
289,0.391728018157167,0.439282397741458,0.168973999758858
290,0.493140869906182,0.418651195467652,0.0881761011715609
291,0.235142215948264,0.164173085524403,0.600650190177124
293,0.3684679672744,0.439995998971851,0.191525255195574
294,0.912627373620013,0,0.0872281785811987
295,0.371219786447823,0.165224954429791,0.463501478239299
296,0.874119451469324,0.125771037818762,0
298,0.572288976331083,0.189234769778343,0.238398994140413
299,0.59516630464104,0.0187673138112921,0.385966479764833
301,0.414818032203356,0.314878809585848,0.270265240852183
302,0.373887555316928,0.613840212066314,0.0122822363206228
303,0.595907510603137,0.0390620717292939,0.364934483952356
304,0.947362413425244,0,0.0525095392651334
305,0.660867678004822,0.192191565508383,0.146852464219758
306,0.999856066230431,0,0
308,0.738049597595205,0,0.261836491295693
311,0.337338440863567,0.662686211762245,0
312,0.200356914480163,0.211728403618342,0.587891800720171
314,0.637502265237428,0.102825430540345,0.259580641919118
315,0.73373249133225,0.123908963891223,0.142255419028026
316,0.812972848504053,0.186925576259335,0
317,0.28619508010397,0.0183140156780599,0.695433930975114
319,0.465773385074492,0.323781636980256,0.210399681255246
320,0.931804170940031,0.068060380920138,0
321,0.586763875680643,0.255954838452894,0.157213363087222
322,0.522511298356337,0.330540320051458,0.146898148498447
323,0.730434323779695,0.269488930163996,0
325,0.367693527806272,0.632330821878533,0
326,0.356122332229452,0.250213938362454,0.39362919209059
327,0,0,1.00026931151604
328,0.71840522672954,0.113778884331789,0.167714258801081
329,0.139201845215247,0.51053941408704,0.350287635952318
330,0.931804170940031,0.068060380920138,0
332,0.579899714860883,0.099287775313093,0.320724110635687
334,0.3590821910583,0.164146411247595,0.47672079026872
336,0.167820253291326,0.402218674704572,0.429969303203145
337,0.527333925653202,0.472655914403817,0
338,0.636770791989418,0.0375175815385336,0.325606918880573
339,0.567811968872802,0.305356774655473,0.126774123561273
341,0.206216032904086,0.516230013620533,0.277566923086592
342,0.29443730619658,0.223701974851008,0.481833075261566
343,0.520701883317994,0.174746029761479,0.304493557944374
344,0.414672432926202,0.268291534458575,0.316995134187086
345,0.763158260810641,0.0374799832305883,0.199240888159257
346,0.606310846774112,0.393639929074025,0
347,0.00364880460284631,0.0714257817430414,0.924915109517529
348,0.626560596480813,0.095441611242136,0.277902321996598
349,0.254045504213425,0.0146444513233594,0.731255554614337
352,0.999856066230431,0,0
353,0.294106800171103,0.217636404280527,0.488225952635731
354,0,0.732322485248467,0.267759876784653
355,0.165147697525032,0.535440447482262,0.299436935107224
356,0.724338424315196,0.094403815675462,0.181149219230459
357,0.0571121531916424,0.943012000318322,0
358,0.561079135844268,0.409903207559601,0.0289758357937709
359,0.81035244107837,0.189555426002029,0
360,0.873974696010538,0,0.125892015073606
361,0.0545157621888193,0.945594599314814,0
362,0.761698378664244,0.1928812853261,0.0453191840789663
363,0.999856066230431,0,0
365,0.321408842031778,0.288452544279657,0.39010924798634
366,0.452087806290191,0.044988654773951,0.502843607468146
367,0.426711037402108,0.311830422576141,0.261415921660608
368,0.315209722126337,0.250650957962367,0.434109501683306
369,0.638346881357366,0.113604062307389,0.247953779263649
370,0.532636410132145,0.0868646346200175,0.380417856965784
372,0.445664351852831,0.554334266963933,0
373,0.0646823462539898,0.68557255272232,0.249808404205235
374,0.638196454434562,0.336400218241383,0.0253400903012156
375,0.351257937638003,0.648770181995723,0
376,0.709662616488347,0.0378661641595415,0.252357717812727
377,0.707538058646879,0.26697984612793,0.0254002298086553
378,0.536765783649023,0.338015725890588,0.125170534838249
379,0.71906731229081,0.280855614356299,0
381,0.283441875489178,0.208966090572251,0.507567271574221
382,0.180363762524992,0.441374836725735,0.378272297150863
383,0.151967139136544,0.385278437877568,0.46276582027714
384,0.999872979399474,0,0
385,0.563073137559094,0.390421124387602,0.0464582441768342
386,0.399893798752896,0.164712950551627,0.435336981562947
388,0.357826421743571,0.44234413813879,0.199818948206239
389,0.329846443381307,0.0116267381974045,0.658464845537238
390,0.50371959966341,0,0.496197779345705
391,0.808078652726113,0.19181912457098,0
392,0.986750833497641,0,0.0130986431288357
393,0,0.400096306916821,0.599946595825367
396,0.745843604686609,0.254077699612866,0
398,0.00538958414818703,0.334830545806749,0.659810376863619
399,0.472636153522938,0.171608120985497,0.355693711408762
401,0.82786817989725,0.0351206300886266,0.136881831410216
402,0.662858810820749,0.337083351062956,0
403,0.429757479132577,0.32992027976847,0.240286728325259
404,0.846502791995116,0.04877958299698,0.104588374641227
405,0.306536256923253,0.467390641715057,0.226072461460466
406,0.740178987495134,0.113155893312077,0.14655678290038
407,0.294922005588191,0.0151166791282811,0.689901339109843
408,0.0918639911262478,0.453764105187135,0.454397443729395
410,0.999856066230431,0,0
412,0.0416187487766499,0.578287205074832,0.380145401666275
413,0.63099969528201,0.195895328390859,0.173023743619399
414,0.960146325010216,0,0.0397047850845074
416,0.17248977348572,0.723545207293925,0.104013161445477
417,0.624757037565567,0.193998985148474,0.181163858757531
419,0.655183723295348,0,0.344724060063439
420,0.515447996680647,0.394264970618275,0.0902482140783287
421,0.783733952668105,0,0.216141227528848
423,0.763655386986678,0,0.236251673423939
424,0.920061291503049,0,0.0798149851673
427,0.0294290191474203,0.561091680584864,0.409532665320417
428,0,0.552793547646323,0.447271070692453
429,0.572189225374883,0.186355600819843,0.241377185098742
430,0.257876797188792,0.0974985965427054,0.644581331402066
431,0.804270150158122,0.195629157286672,0
433,0.564377663479845,0.168518586146924,0.267026332184864
435,0.416263130435169,0.0306243939577152,0.553035792768547
436,0.488087236429366,0.321945560581967,0.189925205828779
437,0.933072827469748,0.0645437367690429,0.00224384659174287
439,0.739512034887295,0.255282584959928,0.00511786854231856
440,0.899221426235732,0.059156268588525,0.0414865272368471
441,0.579323170623667,0.180039520333544,0.240561962985924
442,0.168903809025062,0.014020801512213,0.817035037440295
443,0.518541581473876,0.345841675895131,0.135572316781065
444,0.804743354016341,0,0.19513494914328
445,0.561221176633399,0.258103413624868,0.180608511078098
447,0.762085431095765,0.169488229692417,0.068323719979741
448,0.464053999713291,0.0326599473632696,0.503206192477489
449,0,0.621577533920096,0.378521655219069
452,0.951763780415743,0.0481012322257458,0
453,0.88056749228934,0,0.119317145918903
455,0.720368707432734,0.109705171519137,0.169823387513077
458,0.303489990996558,0.412765673168524,0.283735709144509
459,0.748337739281478,0.105885937876959,0.145666727903842
460,0.0312955394801364,0,0.968704386260916
461,0.438055660127822,0.252956693511736,0.308938947730314
462,0.820216857858981,0.179678771226536,0
463,0.493324354418324,0.176443411056745,0.330163883940176
464,0.0424624827213014,0.919075083843522,0.0385579419712444
466,0.58137509196512,0.418581541285592,0
467,0.087693162521288,0.53526042956366,0.377086737343904
468,0.538558339196814,0.331315704358605,0.130077150837662
469,0.999872979399474,0,0
470,0.645434346312131,0.330144680736308,0.0243562310266786
471,0.295063272722165,0.00564557984833198,0.699231842092472
474,0.851039390625013,0.0547480655764939,0.0940825336806973
475,0.660863774991563,0,0.339029194473618
476,0.814208080455179,0.185694917288982,0
480,0.134776533701221,0.0196506606836651,0.845531106681537
482,0.538423913212291,0.217454834193612,0.244054984334892
483,0.350546508870903,0.649486262167075,0
484,0.547174067695927,0.328879622584996,0.123892208501168
485,0.691532611368049,0.254946663350223,0.0534364008452354
486,0,1.00043270342001,0
487,0.24373138800541,0.137955389367953,0.618283642112942
490,0.409351282036614,0.453692706996458,0.13694324646502
492,0.540182962755269,0.45979558170945,0
493,0.222815562673898,0,0.777158243590436
494,0.458217729793085,0,0.541706855849316
495,0.0949745758924679,0.754599919098239,0.150496233445389
496,0.369431047012634,0.559245852710931,0.0713276364903952
497,0.935612673508022,0.0642503482044456,0
498,0.449102226792356,0,0.550822131535057
499,0.794238653342223,0,0.205638088336064
500,0.677278990393254,0.322655967748584,0
501,0.473095305184254,0.301870564026672,0.224984626110941
502,0.368821753885517,0.377316181241496,0.253842534568614
503,0.528333040879858,0,0.471601064453669
504,0.435410892167231,0.394897072966755,0.169664888355575
505,0.394343493901686,0.0169745072675698,0.588606378347478
506,0.545435056000646,0.181289505434465,0.273200892410018
507,0.010804184527268,0.644170961729792,0.345087593356228
509,0.954747078900816,0,0.0451056235267758
511,0,0.54504268231287,0.455038277146667
513,0.334015733654987,0.320352519511893,0.345607494608746
514,0.349800030969999,0.451641564260613,0.198549760996529
515,0.344810890489455,0.342691946805807,0.312474670782454
518,0.171973138175524,0.154775815400581,0.67322129305538
520,0.808078652726113,0.19181912457098,0
521,0.595809326986972,0.0495425306429209,0.354550260250943
523,0.507192221083162,0.371202113301261,0.121565697925869
524,0.786535921681858,0.207197700101229,0.00616341165795437
526,0.495976202242659,0.244306589956215,0.259660989226479
527,0.812972848504053,0.186925576259335,0
528,0.812972848504053,0.186925576259335,0
529,0.384130727555646,0.254922821130039,0.360904828354514
531,0.804743354016341,0,0.19513494914328
534,0.402594855623848,0.392500532273122,0.204882188370842
535,0.353389066091863,0.398795963755007,0.247795280106146
536,0.884188267456795,0.115695653124707,0
537,0.60606357144051,0.393885890883214,0
538,0.666667313388742,0.333273318347262,0
541,0.887996770024788,0.111885620409013,0
543,0.614843056767479,0,0.38507726038079
544,0,0,1.00000334211631
545,0.653563247405533,0.267328901373489,0.0790300028688956
546,0.481741976364877,0.32032855082089,0.197886912233431
549,0.773631165543973,0.0444195320951639,0.181831620717555
550,0.317677446439696,0.682373294562005,0
551,0.256390259770732,0.249823717661081,0.493766935212081
552,0.110444272619292,0.791230964754832,0.0983957002764115
554,0,0.219407933948183,0.780600538769262
557,0.594685399930922,0.034223063464367,0.370992395586489
558,0,0.701736692421638,0.298405097806056
561,0.709662616488347,0.0378661641595415,0.252357717812727
562,0.223965805971628,0.373712004733327,0.402317452600086
563,0.389628310582398,0.610380040509823,0
564,0.537466667455774,0.32511147350104,0.137366295945319
566,0.681630325154153,0.318304385341562,0
568,0.464451662694389,0.297677538188859,0.237830256936761
569,0.134448475026912,0.682225940839454,0.18337333651848
570,0.308043896949842,0.374227896604416,0.317713977227224
571,0.374319870891702,0.0103441096767276,0.615268288483781
572,0.999872979399474,0,0
573,0.278141891407583,0.688127490981686,0.0337600559463331
574,0.0520483510325377,0.239359870579559,0.708603185065186
575,0.581329406802932,0.168811877302525,0.249778665991308
576,0.999856066230431,0,0
577,0.514443734272531,0.306314028482442,0.179191540435732
578,0.903269126103475,0.044124310844331,0.0524683998731343
579,0.0780428570584224,0.381101934829311,0.540869060406567
580,0.530150169829306,0.469833963811904,0
581,0,0.27173898531929,0.728316804622853
582,0.471726969051588,0.528272036328349,0
583,0.34765177229686,0.163403740226361,0.488900100681438
584,0.529292288241944,0.252550638434027,0.218097131819014
585,0.736414126966992,0.260305997133381,0.00319031064459167
587,0.887844647067726,0,0.112018794305952
588,0.256813760846065,0.315020909146057,0.428150090681632
589,0.33728783455554,0.662749573221102,0
590,0.547145839765105,0.391395309661774,0.0614149136851421
591,0.575170965143601,0,0.42475276844345
592,0.725985848536735,0,0.273901703091481
593,0.642224683852535,0.246432539390543,0.111268340477761
594,0.222815562673898,0,0.777158243590436
595,0.821506950275791,0.17839652571202,0
596,0.64722834305713,0,0.352668457039682
597,0.53586765105588,0.464110161524869,0
598,0.11665906988603,0.294807163361245,0.588530889144989
599,0.495328923709099,0.0261767561169295,0.478412230869231
601,0.804270150158122,0.195629157286672,0
602,0.222174373917709,0,0.777782755709148
603,0.999856066230431,0,0
605,0.618311310837969,0.329316212291952,0.0523099007156308
606,0.110741543122618,0.225126027055018,0.664129069626333
607,0.999856066230431,0,0
608,0.811462077578258,0.0475561498803817,0.140856138422538
609,0.57142879816677,0,0.428482607325697
610,0.839798379793097,0.141912060677256,0.018171644862432
611,0.0296913417928553,0.637547196059341,0.332827062697837
612,0.521502865493068,0.415263787620129,0.063197082030452
613,0.14454543139957,0.232729447642655,0.622715032908647
615,0.216702112875969,0,0.78325642395775
617,0.303659140859145,0.166297863752131,0.529997475608444
619,0,0.31963967445935,0.680417536060857
620,0.835926220772877,0.12458913871615,0.0393651238056728
621,0.933123022649324,0.0560945281911967,0.010641578789466
622,0.956657976193681,0.0432076839141024,0
623,0.155860667926711,0.382552379906568,0.461595867432239
626,0.201380864041044,0.798680564946118,0
627,0.754100033891038,0.245816416130957,0
628,0.42576122563631,0.574245245238524,0
629,0.375186599965456,0.00285024852086571,0.62189303304117
630,0.261387850957337,0.303699640990358,0.434892227943007
633,0.206905408101024,0.739566994798138,0.0535749727923584
634,0,0.719373689338169,0.280760364259978
635,0.468240407381829,0.480549427044102,0.0511888488259743
636,0.804743354016341,0,0.19513494914328
637,0.80572189120505,0,0.194155629829023
638,0.740503139767167,0.25941354546994,0
639,0.317865981609309,0.460285982853126,0.221845288974619
640,0.632329122350785,0.11708814854868,0.250488544148782
641,0.613862604006714,0.0390902719190485,0.346945965595542
642,0.782082736703702,0.122417963181844,0.0953864483511266
644,0.441529354184699,0.558471049001208,0
645,0.0926911020597855,0.204278824358603,0.703028511674602
646,0.264604939617124,0.100443373140933,0.634906239329525
647,0.564798322460589,0.286366229149053,0.148774283839541
648,0.709662616488347,0.0378661641595415,0.252357717812727
650,0.69250128149544,0.192622002210222,0.114787318228925
651,0.589022984442322,0.41094312394028,0
652,0.271775326321185,0.155417831206176,0.572774323256905
653,0.606390207777152,0.164168145107787,0.229358438193
654,0.61855532423475,0.0864816870320507,0.294868461377847
656,0.668735450842524,0.241454198634425,0.0897318300007284
657,0.337314424440709,0.662733462508446,0
658,0.547662528314825,0.262927418791951,0.189344876524614
659,0.645866012752733,0,0.354041031869314
660,0.470930419949272,0,0.529011823861965
662,0.47199879930982,0.249170448269387,0.278781928004952
663,0.999856066230431,0,0
666,0.13536071098033,0.75168123495867,0.11301912213944
667,0.851889676178826,0.0487959227239834,0.0991832388811346
668,0.0558534448596021,0.365967976204424,0.578200526937667
669,0.492685822637,0.307156147480742,0.200106527570822
670,0.783790609964732,0.188069144679523,0.0280358233678846
671,0.94795527784775,0.0519112649414396,0
674,0.609874074327796,0.255577806210757,0.13448108938674
675,0.76672564161946,0.203746978308287,0.0294300162706519
676,0.00462713640951564,0.697243200490054,0.298198809708475
678,0.839798379793097,0.141912060677256,0.018171644862432
680,0.633610775602121,0.168142617699128,0.19816434336333
682,0,0.736842893014453,0.26328462369405
683,0.625596010976798,0.178392563062921,0.195926330110449
686,0.329314858703734,0.0980840199989714,0.572547182580484
687,0.748706151364274,0.251003557011691,0.000202432915944113
688,0.470489515241172,0.179544784057503,0.349900573530602
690,0.1471236987566,0.0127213427029498,0.840118056847518
691,0.777600882426435,0.0291181762514887,0.193157452434937
692,0.416845654330367,0.581354883566156,0.00179773629722415
693,0,0.701530475658596,0.298552629977528
694,0.821994335909962,0.127233695853296,0.0506549524805139
695,0.0481945803761793,0.210627988724605,0.741172448639944
696,0.511277679258797,0.327969030607462,0.160705496508445
699,0.401206469040883,0.59880407170905,0
700,0.941248963627316,0,0.0586077196324468
702,0.330662841484308,0.326303347220628,0.343011117527295
704,0.477967259334082,0.257772426183188,0.264207451859701
705,0.390720029264762,0.0233561138894739,0.585853872014019
706,0.610068287127979,0.389900459649938,0
708,0.999856066230431,0,0
710,0.592610970186076,0,0.407292809229034
711,0.202461298411958,0.458898964837514,0.3386503896739
712,0.454051286993388,0.0409149419612972,0.504952736180143
714,0.542399078136002,0.234053983919052,0.223480966758431
717,0.337457571153524,0.0886417533134463,0.573845638809541
719,0,0.584128863727837,0.415997101005785
720,0.950725224014612,0.0491342718243438,0
721,0.741588832977113,0.25833002987399,0
723,0.18327800117567,0.600618802643256,0.216137953598814
724,0.513615034084531,0.405376289604244,0.0809690965950065
725,0,0.779918946553633,0.220190983727149
727,0.499422196698924,0.394296510684013,0.10624636555379
728,0.195972478780206,0.320610872481739,0.483410662568615
730,0.554660053363771,0.118195676634384,0.32706691356134
732,0.736694637199176,0.263223578185632,0
733,0.673580005128471,0.252802929836961,0.0735348369254928
736,0.652352327926989,0.193031528414766,0.154529000834058
737,0.549375241583885,0.264568375662354,0.185994529556031
738,0.460132271943907,0.539866613759839,0
740,0.720368707432734,0.109705171519137,0.169823387513077
741,0.794201334170647,0.205704541980731,0
742,0.627505427314948,0.325037184343715,0.0473944650892563
744,0.810856803814269,0,0.189036768775967
747,0.162242083962527,0.482383996156571,0.355397098056892
749,0,1.00026272446803,0
750,0.60313770026587,0.168437443007488,0.228341251403771
751,0.895747093756991,0,0.104116796136058
752,0.421460527292432,0,0.5784655796915
753,0.603985996207731,0.395974190934581,0
755,0.0137156586797839,0.451747223421676,0.534576859671438
756,0.613819848530647,0.0462442021374126,0.339838391302155
757,0.676696725845234,0.0465933392154687,0.276601439314641
758,0,1.00019664601804,0
759,0.752845744106897,0.247074462206932,0
760,0.849293998351722,0.0545396470404804,0.0960365482996117
761,0.827393028076558,0.172498192944963,0
762,0.165352674472032,0.00481048316300637,0.829795236393977
763,0.669751017282086,0.0330504314880915,0.297089213683339
764,0.522059779702844,0.0437979114627952,0.43405672918316
765,0.638962376120892,0.182801703823724,0.17814906610337
767,0.227477960743187,0,0.772486491058319
768,0.605174091350043,0.39479400796158,0
769,0.302091916507263,0,0.697852500238674
770,0.753198222647332,0.195357525596484,0.0513473479834769
771,0.372363911179883,0.316133400595568,0.311477810494052
772,0,0.417609509099626,0.582458620351283
773,0.935612673508022,0.0642503482044456,0
774,0.955359780692269,0.0444989834123483,0
775,0.59714782509607,0.181432943115935,0.221342211155586
777,0.775637401723239,0.0331918890641425,0.19104832372294
