ID_FINAL,1,2,3
23,0,0.715094739749071,0.28463924028362
53,0.339833212372728,0.0691050845545272,0.591034429212959
57,0,0.789091357997887,0.210613002616338
71,0.106618419462418,0.0724437543564901,0.820836294279097
76,0.070179882611173,0.340187949267009,0.589450330221597
89,0.0990905294755963,0.35179381809937,0.548939848723459
90,0.419168715213861,0.408751864904933,0.172015233822373
99,0.19665065493312,0.428488143585308,0.374709112932604
122,0.16776377738256,0.0393614290815454,0.79280229046683
135,0.412092029464386,0.470408427417848,0.117411518205685
140,0.11931177912951,0.697455438221213,0.182995305668288
147,0.251590427383048,0,0.748388513635954
148,0,0.587364423751167,0.412384428430951
167,0.0570720710560375,0.743766155901538,0.198892455323526
171,0.138707034912962,0.496070673528451,0.365033653594397
173,0.407654284393552,0.124541799015078,0.467796381447247
180,0.232786502432796,0.390320100929933,0.376758780168128
182,0.0285038188315624,0.700975941285713,0.270249046170748
191,0.259041648215973,0.129596130931601,0.611302863111517
193,0,0.474560437145009,0.525213187579542
202,0.175347415801069,0.232743895023889,0.5917880453966
209,0.262062837246618,0.737746546311767,0
212,0.319287564767188,0.296133774263744,0.38450523539919
215,0.168442769203684,0.403667866012822,0.427732766333839
225,0.0381536629580846,0.286187203884326,0.675485925329861
234,0,0.450226352146066,0.5495527225832
236,0.199390551388481,0.582094877437174,0.218329154996059
246,0.148803493403281,0.850956915076072,0
258,0.422105674443869,0.551097581238785,0.0266979324626451
272,0.197156050152137,0.116369783032527,0.686408355082468
273,0.391441523857845,0.529299209252428,0.0791556290995662
275,0.24463334040107,0.264973054179637,0.490291563249123
283,0.343664965404966,0.500875269542476,0.15534738495306
301,0.234784800776207,0.444158683892785,0.32091054905217
327,0,0,1.00001218617537
342,0.173396882923725,0.383489994147692,0.4429705247747
344,0.21615722677079,0.527839258691513,0.255837711622299
348,0.0725328108861463,0.485004693833759,0.442250214829795
365,0.213954382910695,0.278096592167225,0.507832558411757
367,0.225943891168112,0.359302883765584,0.414619965782972
368,0.204179784101832,0.320123807647054,0.475568847013405
373,0.535957264283008,0.19317086070155,0.270888507998928
374,0.253110063557128,0.726170332371779,0.0205250428807362
382,0.333939349562506,0.269822110519156,0.396167536014019
383,0.310626446883373,0.224806074530963,0.464501568331102
388,0.345249155268554,0.473269715492201,0.181373883969562
399,0.137728048502959,0.448622101417167,0.41347275404764
